CHAIN,STAKER,AMOUNT
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,1074.931773651527207601
polygon,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,5291.954883552725497114
polygon,0xB7249313d22590f7d336Fb256cae48eB96bb1547,34.825
polygon,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,795.884641676298294486
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,2985.0
polygon,0x25FA68A4c340202737EDBC67fD1a2Ec8DE872dB6,0.000032702772274972
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,3980.0
polygon,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,3138.23
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,965.15
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,298.697528395
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1283.55
polygon,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,11790.75
polygon,0x035f23Cf31b863F8370A865e3D6442257C582887,1293.5
polygon,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,2328.3
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,240.685609838275854548
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,1492.5
polygon,0xF445fc1B25e116c42B82482193055b1A2b3c735B,69.65
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,995.0
polygon,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,3980.0
polygon,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,2228.691148401808726452
polygon,0xF445fc1B25e116c42B82482193055b1A2b3c735B,0.0
polygon,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,1990.0
polygon,0xB7249313d22590f7d336Fb256cae48eB96bb1547,0.0
polygon,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,1263.846795414227342662
polygon,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,13930.0
polygon,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,796.0
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4975.0
polygon,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,1305.84994
polygon,0x035f23Cf31b863F8370A865e3D6442257C582887,557.2
polygon,0xB654Bec62d09b25CcA5B3AF8F72688F7bE3a0Ba7,2001.801786368453804772
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,416.049133192901533817
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,703.569892568662566913
polygon,0x035f23Cf31b863F8370A865e3D6442257C582887,26.919601149611887152
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,268.65
polygon,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,215.230168730505914378
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,55.806201290601332712
polygon,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,587.626804985790293596
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,646.75
polygon,0x9680f3957510cf85751A096c2194520c36a4A003,13.558448799081619113
polygon,0x9680f3957510cf85751A096c2194520c36a4A003,13.558448799081619113
polygon,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,333.701523292708050741
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1313.841102538809269595
polygon,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,705.901140460390457627
polygon,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,0.0
polygon,0xF445fc1B25e116c42B82482193055b1A2b3c735B,0.0
polygon,0x01b7D2F271fA4fEF54d47b3b58FbC0dB41D800eB,1537.677834504743501999
polygon,0x49EdA9C3F0CD41417349881a775C61C47E659396,4007.280491666465657121
polygon,0x49EdA9C3F0CD41417349881a775C61C47E659396,8521.910139522963978516
polygon,0xDa690cA77a62e88710076a41aDC1086939165811,9.538269
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1953.573137522540432025
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,368.237224813874647658
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,375.656574513856389518
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,2089.5
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,788.762741829897778862
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,8955.296756143128128452
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4975.0
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,2257.156022852172835516
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,14925.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1990.0
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,4975.0
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,8757.948183022015552293
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,6467.5
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,9573.928197752695814815
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,9950.0
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,3681.5
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,5273.5
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,2985.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1691.5
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,12537.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,2189.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,49.75
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,4264.57
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4477.5
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,1358.326320646844475
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1542.25
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,6328.699017776926847452
arbitrum,0x49EdA9C3F0CD41417349881a775C61C47E659396,3400.151451319595915697
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,7323.2
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4975.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,7363.0
arbitrum,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,1592.0
arbitrum,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,3054.65
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,80657.350646511603449355
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,80254.063893279050817514
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,79852.793573812655563427
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,2011.846368445100722388
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,9951.190031252669826092
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,3980.0
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,13372.8
arbitrum,0xB654Bec62d09b25CcA5B3AF8F72688F7bE3a0Ba7,1246.387891345417155088
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4322.212745086338305111
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,3538.661306199283420229
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1615.88
arbitrum,0xB654Bec62d09b25CcA5B3AF8F72688F7bE3a0Ba7,1246.387891345417155089
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,3681.5
arbitrum,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,2667.422800367831911354
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,2546.205
arbitrum,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,24042.786586356750640002
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,15139.077648570477758521
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1705.574139796999759634
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,1025.11352612033392769
arbitrum,0xeEDc178E4ad2fE7ceBFbA111bff11E8E0AD106aD,2985.0
arbitrum,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,0.0
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,0.0
