CHAIN,SENDER,ASSETS,LP ($USD)
polygon,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,0.014999999999999999,12.889805
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.065081001136154313,55.925427
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.085674902718063676,73.622186
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.030818175160382357,26.482684
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.021013243962867511,18.057107
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.039134892297867016,33.629408
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.060706172112352666,52.166048
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.041964653190656044,36.061079
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.056987468997373746,48.970491
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,0.010011607306855968,8.603177
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.020806650051828766,17.879577
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.195097540416967245,167.651284
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.034925197400563411,30.011932
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.033073524714354447,28.420752
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.036384947808362203,31.266325
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.027896247239647276,23.971812
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.020746632273809141,17.828003
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.010998161855802551,9.450944
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.038263225631334281,32.880367
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.093067414239157077,79.974721
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.038119426200313925,32.756798
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.054146481363040056,46.529172
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.047521307186141718,40.836025
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.042779617483382054,36.761395
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.18004227485234217,154.713988
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.026979382345072916,23.183931
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.066013306573902304,56.726576
polygon,0xB654Bec62d09b25CcA5B3AF8F72688F7bE3a0Ba7,0.004599424018587154,3.952378
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.036172174167604743,31.083484
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.058907939971881123,50.62079
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.048013548782657503,41.259018
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.089172083857069151,76.627385
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000000375845062373,0.000322
polygon,0x831Db56a947c2A680A0Ac4700A87f98Db32328D8,0.000000033137386223,0.000028
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.173315394984269209,148.933443
polygon,0x2446f1a75162F045d02F23D1D3b0F5A2C0f9A4cB,0.000006486083878823,0.005573
polygon,0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,0.000240183100007841,0.206394
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.011182387730563593,9.609253
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.001013017120394459,0.870506
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.005496682945739009,4.723411
polygon,0xeeB8C77C1B2a69040a3578925ce1d6b0Cf2b1Abd,0.000297889253492327,0.255982
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.01316985807220385,11.317126
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.07388953946842213,63.494784
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.044120250013790475,37.913428
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.182240777288825077,156.603206
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.011722228492058198,10.073149
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.285198731885309487,245.07707
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.000000000216746229,76.053366
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000117890832,41.366323
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000165879722,58.204986
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000166703506,58.494041
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.00000000018135862,63.636325
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000097869491,34.341101
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000169826918,59.590005
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000086409054,30.319786
polygon,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,0.000000000018057418,6.336107
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000163268515,57.288748
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000201743145,70.788984
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000100440491,35.243231
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000055812039,19.583701
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000200751978,70.441197
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000196543436,68.964475
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000053544016,18.787882
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000097541734,34.226096
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000073247793,25.701675
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.000000000019495459,6.840697
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.000000000019495459,6.840697
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.000000000019495458,6.840696
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.000000000019495458,6.840696
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000139209169,48.846644
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000000000000000267,0.000093
polygon,0x831Db56a947c2A680A0Ac4700A87f98Db32328D8,0.000000000000074616,0.026181
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000190822663,66.957132
polygon,0xB7249313d22590f7d336Fb256cae48eB96bb1547,0.000000000010464947,3.67201
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000029352377,10.299358
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000039005973,13.686676
polygon,0x24840a0fea77451054BA076DB3cA708A3A5b7b77,0.000000000005113482,1.794252
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000003701118,1.298673
polygon,0x24840a0fea77451054BA076DB3cA708A3A5b7b77,0.000000000054196325,19.016769
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000036818641,12.919171
polygon,0xa9E14C1DF751dC3E710fCB3A92019667ae7fCF2D,0.0000000000000025,0.000877
polygon,0x2446f1a75162F045d02F23D1D3b0F5A2C0f9A4cB,0.000000000000027699,0.009719
polygon,0x24840a0fea77451054BA076DB3cA708A3A5b7b77,0.000000000066271428,23.253762
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000155707163,54.635571
polygon,0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,0.000000000000035126,0.012325
polygon,0x605203FA80FB81b3AcdCa5b26fA7cBC8F9CaCFcE,0.000000000000516541,0.181247
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.000000000019495458,6.840696
polygon,0x6221a329003378e65FB475213d1E5F2a1109e211,0.000000000000327923,0.115063
polygon,0x87d9c50B3E774536250f1ABa2Ab38c54268a18d8,0.000000000000013621,0.004779
polygon,0x4AA92b19b50b1b27daA72a6F9F463F582babAD82,0.000000000000152182,0.053398
polygon,0xd5E6a760bc7a67c956F469E963ED0BE910d81e06,0.000000000001103876,0.387335
polygon,0x8631A2Ea6Da6A97a886563b9414ba2098bDb66e5,0.000000000000000007,0.000002
polygon,0xb3De3b6Ac5F8e7b41B834C1509fdd0E56887C9B0,0.000000000000458289,0.160807
polygon,0x56D30a6B07f1A9a94a6AA523A70A98A97627cCE4,0.000000000000000056,0.000019
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000083813845,29.409162
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000103567709,36.34053
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000155135356,54.434931
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000063235045,22.188335
polygon,0xDf3e23824C6b35Fc005dB2951396669e48bee106,0.000000000021446727,7.525371
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.049771868505423526,113.69588
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.000000000000000003,0.0
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.015602700284866082,35.641875
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000000068873514914,0.000157
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000000022957838305,0.000052
polygon,0x831Db56a947c2A680A0Ac4700A87f98Db32328D8,0.000005846975625536,0.013356
polygon,0xa9E14C1DF751dC3E710fCB3A92019667ae7fCF2D,0.000000242532811013,0.000554
polygon,0x2446f1a75162F045d02F23D1D3b0F5A2C0f9A4cB,0.000001322926490783,0.003022
polygon,0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,0.000012173623407466,0.027808
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.062147459246747068,141.96594
polygon,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,1.641458202147348018,12.137298
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,4.014424316160288654,29.683524
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,3.850998536870610594,28.475118
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,5.844811887229530711,43.217807
polygon,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.000000000000000178,0.0
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,24.991748768169829354,184.794413
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,3.812000890368279182,28.186761
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,6.372559516964551589,47.120087
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,4.563083353211605346,33.740428
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,10.236100144318292047,75.687945
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,7.722804770924654587,57.104094
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,3.630437915715558396,26.844245
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,1.653776699851318003,12.228383
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,2.723261721757974991,20.136388
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,2.550858668422108286,18.861602
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,1.270899859041948232,9.397309
polygon,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,0.892462689996675551,6.599062
polygon,0xC7d15f80A49F396e9D5B0c07DB9D727deEaE52fc,0.000000000000000028,0.0
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,5.414278441852764459,40.034349
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,5.37664143705220298,39.756053
polygon,0xf8f2d04B6596724e291754485BD9a99BD21e8164,5.035336397895834537,37.232369
polygon,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.705182868572769461,5.214275
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000164447923907997,0.001215
polygon,0x831Db56a947c2A680A0Ac4700A87f98Db32328D8,0.014790732051155913,0.109365
polygon,0x108706524972d0E44936B34109de5bf18Ed60c67,0.024855312977128601,0.183785
polygon,0x2446f1a75162F045d02F23D1D3b0F5A2C0f9A4cB,0.001797388694746068,0.01329
polygon,0x4d68BF377995c478bb8D3bB1eDE71502c7E55E94,0.000100196070990083,0.00074
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,2.905468772062955822,21.483666
polygon,0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,0.001002628788076734,0.007413
polygon,0xF6846BD459bF7FB9132c4453206933252A197636,0.000000000017305189,21.987248
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000046880983,59.565014
polygon,0xb0C3996E6DE3CD92201Fb1a59e6730b0e9Ba5a6e,0.000000000005117,6.501445
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000032875247,41.769912
polygon,0x34bBaEA58d467218C41A61adcC4A54202DF2b691,0.000000000019657812,24.976392
polygon,0x4A228f14d2130E8E4636418B52aAF3D6b4E887D3,0.000000000000005451,0.006925
polygon,0x108706524972d0E44936B34109de5bf18Ed60c67,0.000000000000013247,0.016831
polygon,0xa9E14C1DF751dC3E710fCB3A92019667ae7fCF2D,0.0000000000000025,0.003176
polygon,0x2446f1a75162F045d02F23D1D3b0F5A2C0f9A4cB,0.000000000000014949,0.018993
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.048664408016350566,156.394816
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.009607087941003209,30.874694
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.00574359582819301,18.45843
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.021597839931672728,69.409869
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.038440813359083873,123.538828
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.036775185716747534,118.185931
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.018422208914724169,59.204212
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.079895866493393256,256.764643
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.041747018378308756,134.164115
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.01206682898045922,38.779666
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.00345619688162089,11.107322
arbitrum,0x49EdA9C3F0CD41417349881a775C61C47E659396,0.029544227885218929,94.947504
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.10958164197087104,352.167044
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.021767676672957693,72.679266
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.00480353792435469,16.038349
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.042394881501417942,141.550655
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.040897344572109954,136.550586
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,0.003524149750303402,11.766649
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.020048474598860626,66.939088
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.016379426033940858,54.688641
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.011168892013551975,37.291388
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.037178384711093801,124.133492
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.023081874050444207,77.06719
arbitrum,0x5Ec869c1Cb378bb77Bc55BB56129399f6828c8C5,0.02324831373134794,77.622909
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.042030544124822105,140.334183
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.101192958804153736,337.869316
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.114326036788443769,381.71885
arbitrum,0x66EC0Da50B1B54A52817417FE1A92dF7A961d149,0.009567981222514083,14.051001
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.016442269121106361,24.146195
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.0385498799885162,56.612195
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.032524856891629436,47.764183
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.045880130313040734,67.37699
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.04005186352847902,58.817924
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.023140947126341352,33.983499
arbitrum,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,0.007558298599170829,11.099694
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.064285052867078293,94.405429
arbitrum,0x19A313d0D3eF1Cd269817aE4f943DFf55CfF2568,0.009325330888371145,13.694658
arbitrum,0xa99FBb7bafcFE76D9F377520a4ddb532C380b1e8,0.064649665739189235,94.940879
