CHAIN,SENDER,ASSETS
zkevm,0x40931c4C739D394E9F2235e93E30CB0C697E2F84,0.0001
zkevm,0xbad35FA6e368e90fC4faf63507F2D0A2Fdf94BAF,0.5
zkevm,0xeC5Bd96b1ba3939510f29Ae906f44C374c935bA1,1.0
zkevm,0x5A19C6B67C45aDaDC6A521B8cB775A279009b723,0.1
zkevm,0x5352B6ddEe06C27a545cc86924f078A29e3453Ad,1.0
zkevm,0x431b5DDB0AcE97eBC3d936403ea25831BaD832B6,0.443317
zkevm,0xa7317B047c023FB304F776d04C55334869eC0773,2.0
zkevm,0x86A050eB5eBE79a9d53da8ED4351bA59A3f4D81D,1.0
zkevm,0x7a4510D033986aF688A0a8a9eF114D07A7b2A577,0.1
zkevm,0x3947217dc84E655d42371683A5b80f461903b294,3.100243
zkevm,0x90e06d2d9705c181Bad2A4e7c3DcA13631a6f479,7.0
zkevm,0xC1a23F274978C43726015803C25dCaa0F3f200Cf,1.0
zkevm,0xfE08945f392CF1873f2c5b1bd7C7401E452153a8,5.0
zkevm,0xfE744aEF67324Ccb15819206C3d91f2E58D53e4E,6.0
zkevm,0xAc7Ecf038Da58469d3D67c75bCA37d9117257dAA,2.0
zkevm,0x059213d0aDBD35DEf06aC6736C8bb310360C8a5D,0.01
zkevm,0x7bE47925B5b44C9F713DbAc829cc3F63854DF235,6.0
zkevm,0xbf5Fce55793c4188da85D4f03f8a4D94b1569024,5.0
zkevm,0x2Cfb9D58E798056dA692302A00fAC8f11b699039,5.0
zkevm,0x34EB5eb6b547a95f4D3DdA3b3AebA484e9d20aF1,0.665255
zkevm,0xA41DCEe235F7F8Ab2C7d8a3e36fdC63704c142ae,2.0
zkevm,0xE62F3215e1d8C166DA3632cd75D47F1FcfD947e0,0.124179
zkevm,0xEEECDF9946583E1624244DF5FC399121dFB4604e,4.789977
zkevm,0x33e996266941De0dEd2251dD859c2E7F4f35E526,0.01
zkevm,0xFc0e44ab7D4ce6b8Cf49Ba1AB96AeFE436A0ddE7,1.0
zkevm,0x5C57e2963CF801b52239F972976517E989d5F04C,1.0
zkevm,0xd360b09b4180988E8F97FB249e9284Ff98ABFECA,1.05
zkevm,0xD30d9f7B6989BbC6ebFa91F070f31127Bd1fA59A,0.2
zkevm,0x4143dfF1c63b5f8bC894938a973FA67fDb92841e,5.0
zkevm,0x04Ca76Cd80705829aC6d21D5Af780B6fED6aB2D2,1.0
zkevm,0x45946C7234838c4168e323aE7519F886e3A209fA,0.03
zkevm,0x331f3D886508eA95BaF9aC4C02Ef31F8Bf9F5BF5,0.01
zkevm,0x74D7C1A377367A13C2907F7796962B937A8cd0BD,0.01
zkevm,0x590Dd35af9a0364884E8aa2336c514ed39Ba6F54,0.01
zkevm,0xd7BaEc0Aa6B5aEeFA42A5a1E8C6e35a5DA9212f2,0.01
zkevm,0xA79347660288a8b1FA1a05252ee33d203FE72552,0.25113
zkevm,0xB1Ce3B8cf673F4b5c318d7222AA0dC1308Ed41aF,10.902385
zkevm,0x170F795e76d49659C17f3f97AF5a83B877528192,0.03
zkevm,0xb37eF95C9d352f96bc66E5b4e8Ab8F3eD94d91e0,1.1
zkevm,0x390c12C55d80439453B53c4F5A311D0aC6Fb1b33,1.1
zkevm,0x89F92dD656FaAfBf3040aD92020F84153173a740,0.01
zkevm,0xacDE9d569DE5D856C0d9De92D39195ddF7B95D1a,5.276395
zkevm,0xC61a5Ba93a4449bf22F6a787bc44DD68e96a2F42,1.514757
zkevm,0x383D9792E017a91780fB25041902c6B44D6eaAFd,5.017139
zkevm,0x16918E45837D222dE311648f2aFeE124F1A19d77,6.097297
zkevm,0x79e5de788B06Be111D3a62BDA759ACA69012e75F,2.200782
zkevm,0xd5e089906d0c759F27403f3db7AE76007cA09Dad,1.0
zkevm,0x4eF0B3D87CA4eB9f48022d77749E663C976f3DfB,1.0
zkevm,0x11916bDbb1B557Da2E718Ad665199434Feb6B087,0.001
zkevm,0xEfC0a8c1d08f04827A3Dec2e0b7b03c0Cc023eDc,0.046
zkevm,0x1ac1a90b1dCD33f7979be3aFa9DcD3B70b8A76A0,0.01
zkevm,0x4Ac756C7AfeD95CD7700124dDdc0EcC3Eb347BB7,0.012
zkevm,0x1093938Dd73424f96856F6188ac6E308934D778B,1.0
zkevm,0x8f692eFcD4D2f2ce9539c14e430eCE8E8bcE1f78,1.0
zkevm,0x4b414b9452afd243345107c972e9532872cF6ed9,3.177064
zkevm,0x5A3c676a3b7a356da8D579D7b181eC6273dE396d,3.42927
zkevm,0xFA1457caf448c66cE3c2E619ccD4fcFD317b61F6,3.367131
zkevm,0x6CC5191AA09c6d7D0678b98Bc15107C19d08D7F5,2.425279
zkevm,0x3130d52De9a0Bd3834B3578768583F50E11814D4,0.070999
zkevm,0x98231a159EE1e33d0088777aD968A8681A04D854,0.009175
zkevm,0x668FAB5429f363f87C17B1d9f7eaDa702CadAe1f,5.0
zkevm,0x429B9E5607694707DAD669e9de1cAa793FeA4a40,0.01
zkevm,0xe42870abB8F5453Bf9C24aCD56719c590E117910,17.992626
zkevm,0xF5F155dFc740A89FFaA17c4f6459aEc7D7206413,0.001
zkevm,0x2369C2fcAEE59BcEB82F7336c1B590bF7f864F78,2.164854
zkevm,0xD8623C5b259B0b15555002C6718e257c06685cD4,0.099999
zkevm,0xf50BE21ac1b3E95c38c761895d53df8ddF3aEb44,4.0
zkevm,0x9f3e6825D3677F0228153f01dA1DA9f9a856d688,0.1
zkevm,0x63A6bc4002B864e74131F730df612fE33383E367,6.0
zkevm,0x2687a83c367541913E80113Bd457DC2f04a512C7,1.0
zkevm,0x2562065110e58B3520f08eE7F28FFcD8D1e48718,5.0
zkevm,0x85E66244B3e5817C338450e98264b8A40bD6D3af,0.520443
zkevm,0xf21a6745f1353d738cBFA1f923f32De132Cc05e4,0.430279
zkevm,0xd7167507eF524cE17F39b698E7A9038eFc72DfD4,0.1
zkevm,0x8DB2a00d3EB54E33FD05549b1C1D8195a11c7B7B,5.0
zkevm,0xB2B1f686833717068d6c8111CE2E0104d4686699,0.1
zkevm,0x88dAfd252a47b91CBbf1a43F7AAE449076c06328,17.124053
zkevm,0x0B077122f44a0B0E0f65B056F963663f0C92f001,11.0
zkevm,0xd31A84c20bc430aD75E6a1903E7dDbee52211072,0.1
zkevm,0x90FD0101edBf11a023dA1e004b4b3B501Ca54545,1.25
zkevm,0xCC2F3f43a28dc59a0834b23Feeb84cfA2dc65A0B,10.0
zkevm,0x5ef59cbF04975c799bC3dd1E75a3DE70529C1D9A,5.0
zkevm,0x9C096647d2D23c21fACC1abc1F28E4801045bF92,0.1
zkevm,0x8973B1a90aDf0CEd3dbE26deAdd5A176ECb548f4,5.0
zkevm,0x182FCF35D9065375c0C74fccB13DffE912ca83B3,5.0
zkevm,0x62F25d0944a1B512a1d77e4dEde57F72FFC8ef25,5.03
zkevm,0xdAfe90208B6c89c1A20CBA7fAFe22571309FfA9A,0.01
zkevm,0x85D4691802DDc3cE58330aA90fc8374ED5720484,3.8
zkevm,0x6c0Bb7e3F03df86371F011182dC02994032909C3,1.0
zkevm,0x9866eeA6260c6eb5aC3DD077A91c3a8A0a8Fa1DE,1.0
zkevm,0x81cb7A3b214AF3c397575D175C29Dc5b92211895,1.0
zkevm,0x685c99E8780e5a7f158617cC2E9acc0e45a66120,0.1
zkevm,0xa881d7a802cb81EbB07ea398e3A48603A13D6448,14.273403
zkevm,0x5B7ab4B4B4768923cDdef657084223528C807963,3.0
zkevm,0x9Ce75cfaAf43d0494be5b09A5ED16C2Ad507309d,0.01282
zkevm,0xcee09ed3752Aee845f17c2819738D5B70372bA82,1.0
zkevm,0xF17b03b741bB7162bD5236203B59197d216b7F3D,10.0
zkevm,0x501Fa5AC4D0864fB4b6FC8FEF64280eD5a0b003c,0.1
zkevm,0x05dd4c2C7Eef0A12c7158b0D9Bd265764383635c,0.333991
zkevm,0x833d3897b09D0015b68f880CF72b5a3e6eB24F7a,0.01
zkevm,0x765BcD8828e3728d344F7693CafBDf925A130050,0.1
zkevm,0xF447B405fC7b41DDfeF3CF66EC790EaBd6b26A47,1.0
zkevm,0x09C6230e43aCDF4aA89CCAB18C5cFD3F780459B7,2.0
zkevm,0x06c54249A5cAb0b9917018014ae0e9CA54B70024,10.0
zkevm,0x2c6d438D7780618946D5473bDDBF251b716F223E,1.0
zkevm,0x868083B18c2d9C9d830B9FB9f6d0e883195d6912,1.0
zkevm,0x331B1d813c4156177f46e309A8B482Ce23f189bF,2.0
zkevm,0xaCbABbb5b96b0e2889C27496fa33e6f26081E1a2,2.868424
zkevm,0xd89D530bb61A6AcC8723583bAbB4D2F6bd43D558,1.0
zkevm,0x45d76E91FEe4BFA6A8733fEa7cf5A24484DfDa89,1.0
zkevm,0x6e7c4902c08E45B6a5D0578CF839C3348188D2EE,1.409054
zkevm,0xD21AEb00d9501Ce0EA2FD442BCF3Cd8DdB6de7Be,0.1
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,195.014524
zkevm,0xf970f7b32eD6CB64Bbe61Ab95A30e0665887500b,0.1
zkevm,0xa2D36f11E2225d1b89146F443350e825F15B8B68,5.121095
zkevm,0xE53F4d44c45dBc16a20aB64f8a8B4404dDbBefEC,0.785384
zkevm,0x1930b7F236d94E872A0b9DED104Ba092D85A3856,1.0
zkevm,0x9a10586aA206a401Ba50A168a847686d1E500dC6,0.1
zkevm,0x465c63680F2a0B4277d9b4CEcC3f3310e531A77f,0.01
zkevm,0x56D79fe635196e734cE29D7a8Ccd8014865E790C,0.110847
zkevm,0x7Bba80E55FeD1812974Ea0dB50E58D3f82348c1b,5.0
zkevm,0x9f97170F75732F1B9f9A5E4Bc39D7ed71059A368,2.0
zkevm,0x38F0C7d7e92422B68f2d5b4a388c05Df6D531F52,0.04
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,500.000392
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,1.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,2.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,1.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,2.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,5.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,5.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,5.1
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,0.445421
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,10.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,6.200836
zkevm,0xb772565dFd2115a43B05779CBA608Cbb2D559508,1.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,0.43
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,10.0
zkevm,0x714BEC23142375c1A6576A9B7cA302DD1B680237,0.5
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,312.343728
zkevm,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,20.446557
zkevm,0x5161716F02ebDdE4eB8BDcb80994a69b5951a63C,20.515888
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,30.0
zkevm,0xAaF79B2956080cdfb589216db4f3cfb5c3A33A59,4.917995
zkevm,0x3fD391AC74F0569F73BacD1a798aF04434bE2dC0,1.0
zkevm,0xF82b3a0CD76EF3DcFaF772c27b2a39F1e1915494,0.000161
zkevm,0x5Ead838728b05C62FffE65C894292688155cf7A3,1.554454
zkevm,0xcF5EBE07b64BB6B7ff66ba390B0A2c6Eb2DeDAcf,2.015946
zkevm,0xcF5EBE07b64BB6B7ff66ba390B0A2c6Eb2DeDAcf,1.51196
zkevm,0xCae9E579198f481C84E887d62ce09DB71B399AfB,1.0
zkevm,0x057Ab78cA022689c6A4937fA8fc43665346BDB1C,1.0
zkevm,0x057Ab78cA022689c6A4937fA8fc43665346BDB1C,2.0
zkevm,0xCae9E579198f481C84E887d62ce09DB71B399AfB,3.360085
zkevm,0x6565E1333cA9cD764faDb3cdF8Fe3fB245C9D611,1.0
zkevm,0x88DF022303F545C60Ca7D78F5feA208b0217E82F,1.5
zkevm,0x22dF8f85AD9850151582F89E37237Bf0517f87DD,5.397146
zkevm,0xb51A5a03B1C334263C7a611aC77536a3E745Dd0D,1.242675
zkevm,0x46331769A8a01947E07C310704893076a3409d36,11.0
zkevm,0x46331769A8a01947E07C310704893076a3409d36,11.0
zkevm,0x28ECb498b2f34Dd717AEE529de358005E88669e5,0.0375
zkevm,0x9DF087ADa77aF80F553DC0d2FB43C18dC5a6B444,0.1
zkevm,0xb300AA30dD33e1Ae849Cb69FA23D6Ddaf90a69BC,3.0
zkevm,0xACB821D963A1020FAa5b3Fe25b13035439D87eB6,1.0
zkevm,0x266178a48c50f104b53eD78ca8e3582dfcFbb286,1.0
zkevm,0xb43d843538635AEf1b49114BB72AE083ab63BE30,5.0
zkevm,0x9a74eC99Bd88ECA680485dA7F32FCa05Af375dcF,1.515704
zkevm,0x9a74eC99Bd88ECA680485dA7F32FCa05Af375dcF,1.136778
zkevm,0x9Cf90D30967486378255CD776DB6f52B863dBB84,9.864964
zkevm,0x900328c10dBF57Df58F9abA8f3093D650e937D02,20.0
zkevm,0xA2A8FF2AC4f5045aF0cdAB6F8A37Bc0072b13Fa5,0.01
zkevm,0xA2A8FF2AC4f5045aF0cdAB6F8A37Bc0072b13Fa5,0.021
zkevm,0x1A74d0285a569120AA2836CB2b0fa58038ADB800,0.01
zkevm,0x13Ae56e4353b0103Cf90B0925B0fC88014c13380,1.0
zkevm,0xc650C509D9e4a542e46ecDE38A986588F8Eb5636,5.0
zkevm,0x064cB0bB4c8ABE11935134aEE670C032D6833556,210.0
zkevm,0xDE3621B8Ecd32273eB12F8b5bd1d5D7Ea04B91b6,1.0
zkevm,0xB1658Bd148F54c1E59d85F7FDA511b558533b0Ca,0.1
zkevm,0xE58564b8Ce8344AFDFE3a111bC0B541ee7F5f7Fa,2.0
zkevm,0x72bA95D9701B0aE496AB4320010a43a764905b1b,0.0001
zkevm,0x543853fa91439F0ac1b746BeaA1a12C780FD31f0,0.5
zkevm,0x2FA5fCC93Ac9B373EF0065708330f7Cac493fEa7,1.32839
zkevm,0xcc2A1feA3C4d374FeFA1Ab3F601107E141Ed3514,0.05
zkevm,0xE986419F9eF0e6761f63F24B499074EFdfA80c43,2.0
zkevm,0xd3FcF505c396fcd9Bea7cf2EA74504e14e01662A,1.0
zkevm,0x29A6EA5a48bEC21C1C1110eea71a76fe520Fe525,0.1
zkevm,0x22dF8f85AD9850151582F89E37237Bf0517f87DD,2.698572
zkevm,0xF1E25B3486B90B46Cf0a828Ea1C068A951C2c930,1.2
zkevm,0x5dDeF75a8C992d0fdcb55cCC0195E70698113573,1.0
zkevm,0xa6e96DBB6B7d2c12062E70d3dEc87C4FE23f961f,0.1
zkevm,0xb91B0e319aF35145871a364f24D55F01F30c615f,9.945154
zkevm,0x52ac77e17aD92AdfFf2b28D44310fbfe09990C24,3.498626
zkevm,0xF6Ee1A630BC3eCd8C3fB11520d5952031D7b4C24,8.586736
zkevm,0x348032A573a17e2A68f1bc38f81534ef446Ca74a,10.210279
zkevm,0xC2E0bC3e80C17Ed8eDB58395286322f65cE45421,0.01
zkevm,0x4c890Dc20f7D99D0135396A08d07d1518a45a1DD,5.693413
zkevm,0xfC9f4DeF09e35bF3595f6f93dCB16dFFC3895973,1.89794
zkevm,0x8BdaB88305784De6c51B36A3f350a25F1b7A153a,1.0
zkevm,0xA2D35E418814A8b6367c66a5ac2FEc8ea16332b2,7.09799
zkevm,0xc486131964dBA3Ad4Be1e9Cc19E8915F63b50D90,1.0
zkevm,0xCBBA4A3aB07e76B57fd53e46f6fFd8Dea5DceD1B,24.879065
zkevm,0x7f29B17CaC3bC3507BeE3de080Ff1345a3f603B6,2.0
zkevm,0xB2DE54fd2D235a449b12A9Eb2B4100792948E1E3,0.163753
zkevm,0x29c7A1E7DA7256Fd389B3b89Afa2E5Fb88cDFcFE,1.0
zkevm,0xF7919c0fEdbA0a7e9a4A940b565e8Bf6010503Ed,0.1
zkevm,0x71DdF9AcF07d4b10d6E6318A913f2F9Ea4A0353E,1.222581
zkevm,0x069163954f83ee2b6867d44A8dbAF707ffd321e3,2.124997
zkevm,0xa689100C8feBcbDc92137B6A6BbBfDa305A6d319,0.5
zkevm,0x0Eb4d9dc612f691797883414a43CC4D7b5b372B7,10.196106
zkevm,0x0797e9E4f02ac298121a88BebD39560C47Cd5490,5.766604
zkevm,0xC2fa554c96051717aA32930833baC68747112e68,3.941454
zkevm,0xB38DE3AB2C0041c108EEDD147001f68796c28AE2,2.5
zkevm,0xd6A6FcE8E827293f934cA6b6FA7cEAc80CDCdDb5,0.11
zkevm,0xEF5FBB54167E20F1973e40Ef85528Ef9fBae5b5d,1.0
zkevm,0x99CB34E4291e16bc625B14332D45EdfB475aBb60,0.1
zkevm,0x90e9Ecc016A6971Cd28ceE85C53e72517A451a38,500.0
zkevm,0x872b52541EE3b7377c881BA6f9077226d9843687,0.014999
zkevm,0x14903764D8699DA79E185348AAfB8889A91759Ae,5.0
zkevm,0xB5679b9c560258f0BE5aFEaaDDcdbbB7468DE9fA,1.354823
zkevm,0x71eEAEB679B69D0773adB1923566c8390B10917a,10.0
zkevm,0xA0ccef674D175CA16FDdD809D94E79eEC3717AC1,0.2
zkevm,0xDA4e257275A686592a3Bc7c43Ab94526086ca281,21.883807
zkevm,0x829C0F59FF906fd617F84f6790AF18f440D0C108,0.01
zkevm,0xeFE5F5A0867FCa325bFcb83Ff519c74F9346a092,1.0
zkevm,0x2B29833a831207A3B92102b0708B32D624AA0F65,4.0
zkevm,0x1F99D1Bc5dCD5A87c6bCB40655A7438F99B6B601,10.0
zkevm,0x7a6CbD7A4562021FBdc0aC328c6C572Fd703087a,2.411571
zkevm,0xAE444cb621A9763d2Ca969F11779619eb79F68Da,0.05
zkevm,0x7EfDb662f6F415eE962c6B8e314f849F970DB637,0.2
zkevm,0x9C12E2863B83f0DCd65950e29e49E92e0Eaa0666,0.1
zkevm,0x051125dC742cA3beE3a341fc46CF282aeaC0D7C9,5.0
zkevm,0x543F7CcF5166Ba9C8AfB5e768ACcF9F401155370,0.896903
zkevm,0x02DEE6EcFe97a2B3F87319B0D85BB23A021Dc250,0.192057
zkevm,0xbA4ADe0aE8383FE47eA3843e5819462b923eF4EA,0.480881
zkevm,0xf55Ed3d5517f03089a31395Ee80Bcc2996486E53,10.69283
zkevm,0x444C9d7f500C7976e3484b641a1B6aF70102c86f,0.1
zkevm,0xb55ea0fdE86A664CA57E5E8ccEB7cbe774AB6f9F,1.0
zkevm,0x9a9A216AEf883e82eF920Ab1229A9BC4228Be88c,0.5
zkevm,0x6CFa99B2352163D70bd52de24CdBf553374B9335,0.01
zkevm,0xD94637aa5fC91C9Ad058CdC3dB2505ac7E3e9F54,0.0001
zkevm,0x1c0adf1f864339D8a5055472F0693cC3Ac04A5b3,0.01
zkevm,0xbBa5CD9Ba5B62094b9E8CF6A6c2FD3640C16a28A,2.0
zkevm,0xaEA263FF92a7a8A2f183a4Aa44EfDC7e3B47D794,4.103568
zkevm,0x027B40a6aa141ff6EE587985Ec391D77a2fFcE09,0.1
zkevm,0xF69F29a2AF99eB5Bd178B77283B6e5dF974fA557,0.625879
zkevm,0x738514D20Ce5b627224567B1181CEDcF6CBde697,0.001
zkevm,0xA2f17bAac9E5BBEb653D13674302Acaa82E3Eed6,0.5
zkevm,0x3Bdf8F692474b4309Eabd3D4a3C75D22618B09D1,5.46612
zkevm,0xe6ED9Bb7aE5E082Cca6cC4E07C29c69C4a68CE04,5.0
zkevm,0x50AB3fb7c9E2CfDda224c7D2526d3c8a98a3ce3B,0.1
zkevm,0xB1537B31Bc1C3804A811F5Bc0dF556c5DD14d3dD,0.590095
zkevm,0x82cd97CC7637312da003862a690A56e839717384,0.01
zkevm,0x90e06d2d9705c181Bad2A4e7c3DcA13631a6f479,7.0
zkevm,0x5EE58b00e1722C0e01E86286a16DEf6ea9675F6d,31.81712
zkevm,0x55D0065f878788D1d13fA00C1c854c21278f889a,3.34203
zkevm,0xB6519cd3B43d9098570CAFD89219b301173B809c,0.1
zkevm,0xd1dE2a1C85f87f2EFA127FfC7c4e517433d62410,0.05
zkevm,0x56EA0cfAa30D0B41ea944eC58f06FCDCA525a73A,0.099998
zkevm,0x7640B5FF361A45249F12E8793ac17D91a0e76EcE,50.0
zkevm,0x3Ca0f48b56E822A925d9D0309957560888ED505C,19.399049
zkevm,0x7d053283Ff6adc749F0422bfdE8Ce6BEc546306C,1.0
zkevm,0x0f292D44ED7B58CE041A8D466C0005dFFbf81598,0.05
zkevm,0xe15EBB6573496FD6860f7194285375FB94C9A7C2,10.0
zkevm,0x2ee901d6AAb21Aa32e50AD15779201C2D6637092,10.0
zkevm,0xa2e5B6B59223BC966A14E61781cce07d2b22fe03,10.0
zkevm,0xe8AABeE3765CFee5fC31c4736b3427344B8237Ca,1.343758
zkevm,0x1cB4a3f0574fbfb2EfdC92584370b2E5c4E2d822,0.1
zkevm,0xB309c1c7B03DF09b2661c353cF536CFB326B0bb8,1.5
zkevm,0xa8fae26E56Ce7BBf757A98109567b8Dc7F11bA75,5.0
zkevm,0x4d97c143C025259f8CdC5F6c9a56D9c8C4dCFEC4,11.49136
zkevm,0x6f3bDDcB13012D911a7677075c863D2574EbFaCf,5.331699
zkevm,0x9c9477E1765540B5b2FC2A068aDf72DbdF51dB4F,0.999999
zkevm,0x76Db15f36F19dB22462D41E66D1DCa03F0C097b6,7.524314
zkevm,0x71188b259DC6EFA73b9353d57FC2b338de7CF8b9,0.1
zkevm,0x5b8257cdB455DEaFAA3a75956c55495B4e6d1Cb1,0.124025
zkevm,0x10959793B782BC0414f57F4Ecc92371641B1b4a1,0.1
zkevm,0xB2Ba2109F2838E913F5d62d5b8889e557E5D852E,1.8
zkevm,0x97B4FF9F32f0f655603bc75354295bAe630F4D82,1.5
zkevm,0x8b9eA54E89F15Cd9B8a2Ba4c2aE07bEc937e9137,1.0
zkevm,0xD380214fd20Da2Ff6ebE7E813f593c8f9B78063A,1.9
zkevm,0xa08220E694CBa2FB66ECcd658e0c5F88E239AFB0,1.55
zkevm,0xC2eCBaD563eD79af01b0fb8FF36e34543D134EE8,10.0
zkevm,0x534619104A9248B55a0293BF32E64Ef939D8b5d0,72.363334
zkevm,0x288457AC35bBdF035845acB7F2A310BbF7a74c52,1.0
zkevm,0x79923B07D70023D38E0654A09DD463107B0B948d,0.011
zkevm,0x4A04B76F5AC446541A8d10b776B52947FA8bc6E8,0.01
zkevm,0xb7bC7F66a044AdE9bc5faeC4374CA411a8b66e66,0.01
zkevm,0x7596AC61b616D16bF54d0bAAdf3f3B3d4B191EBC,0.01
zkevm,0x7919Ae47266183c4F8bb34e71FAc52fCa0DF899C,0.01
zkevm,0x6E0c6899b7542A248fD398B40101f164e39201BE,0.001
zkevm,0x614Ac1393A471Ee29370881f701228cB728Bd6Ee,4.0
zkevm,0xf2Fc892056888E637cB2d77f0cd03b05676dBd5e,0.009999
zkevm,0xE4138f8235a2B15b479cb844872434200A24C28b,1.0
zkevm,0xE097C9d9af8689AA9Df75401735e5ac487D6dfa5,12.333726
zkevm,0x0C4EDF2aCfc2b49B18285CDd7962A28422b53eec,2.0
zkevm,0x1a62e7aF4C95AE14fE60e275Fbf00d30130FE34F,10.0
zkevm,0x5F1F6C7ae6944Ef82966365946C1eeb2Ea7a9505,0.03
zkevm,0x152bA4A0fd605D5b82a547D5A0618b169e7F4F19,0.5
zkevm,0xe4775ec96b072f77D613b6A9442dBba98237bc5b,0.1
zkevm,0x9211853288Af359d4049268417ef286ceE726C82,5.134468
zkevm,0xe5ea9e80691fF6576e09e6D8939bb844BEd7BAe3,0.1
zkevm,0xed1426A8B06bD1328C3640d94e70E8c04f42F72e,0.01
zkevm,0xcd0b67a61E5e8F4616c19e421e929813B6D947df,0.01
zkevm,0x264b9ca2AC81e7221D39C834c0C21F258ECF4B08,15.0
zkevm,0x35B884c6D8e35a08431462c85288df9e65EDB631,0.02916
zkevm,0x35fc77AB8F5e9be49a181E2D7CDD5C08cf52c8A8,5.0
zkevm,0xda557D7Ed6ca91606Aa4D740642262a9B0625384,0.1
zkevm,0xf4A9Aa53890125DD3FF2167a154D9541dFcb2692,3.0
zkevm,0x05A4DfF7e042A154fA8559dFBD0DeeBc0C5012e3,5.0
zkevm,0xa4349642B800b528eF38B6f9250ab949BfF621de,4.999998
zkevm,0xa585ab2eF8D14c4D1577bde3bfB30633F21adF6d,3.839351
zkevm,0x7E8034B65B68Ee2a00FA536Dda40893749E6d21E,2.0
zkevm,0x06f84deCBC37EC87cBfa5285A5e6c8f56f0E377A,2.944258
zkevm,0x20388E6E4395a150aeffC619F6b7210223a19CA3,2.0
zkevm,0xCFfc7367bdA201bB5eF8DE7Fb03B40139785c70E,5.011
zkevm,0xeF7A834A3e7748a6985898bADe117d4D9AB6C177,0.01
zkevm,0x4A06F2320B17040001174331a4EF89C8214bBf43,5.0
zkevm,0x4E19C754397D423d4f67Ac8683e3dF030f5d7d15,0.0739
zkevm,0x38430336153468dcf36Af5cea7D6bc472425633A,10.0
zkevm,0x00FdDf15962fd7a4381E83dC82645Cf2a45db33D,5.237852
zkevm,0xEfbC53e0AFdc9f649Bc1Ab692461df57E70A560f,0.009998
zkevm,0x940f5293be23c4d06F9F561F2Df79457D3782e1e,0.099998
zkevm,0x595095aCbc628473AD817e58A3A79ae861F8848f,0.009999
zkevm,0xb1565e555eF57C62133d813aB2DB22D490393AEE,1.0
zkevm,0x2e5C65E295409F5f2722bfb3e6e22B04ebAF9197,0.1
zkevm,0x6b214B634c7D1bFbC911601a485D1E39b6edA704,9.387048
zkevm,0x4c710B38199f589DD769D36eD52b6d0170cb83EE,0.009999
zkevm,0x68aC4708267F1B38Cfc18Cd7245b1C0A8571C5c2,0.00807
zkevm,0xD9a0a16E5A634bF5a02962b667f17C65bAE14086,0.1
zkevm,0x73B41FAfc67fbee0Afd35EAEAba76e7468083f07,5.17632
zkevm,0x6359b350acE096b5d9979161be666C93575c796F,0.1
zkevm,0xE7219ff5bD19c0d2a1A21786570E56d12D656467,1.0
zkevm,0x52a6Ee7a0DF6C541cc7BFd66AAfA45748A962DA3,14.75781
zkevm,0xE014c63C33777b1EeDECe48f7E5de886E541bc7c,3.699578
zkevm,0x973fe58c8253782234dC35a47e18FD1452FDE26C,1.01
zkevm,0x1001c19e420B354Ac2576904d7BcA2000Fb07C9E,2.0
zkevm,0x274784D73dcC0cfd696B84637F34ca9e63ddCA5F,0.11
zkevm,0x6F1E8B7d7C4532b0297774b4bC7E8DB56E21102c,0.25
zkevm,0x528c324AC65EC7F023E1cC9dB1f4858C2aC25791,0.1
zkevm,0xcA47059f9C32A521f4D3C1A28d0700Dcdf96542f,1.0
zkevm,0x654D9046070A51Af83fF692d367Faf8C1970C887,2.0
zkevm,0x868B66eB770663c3911eaadCF17840C1Aa24f8c1,0.5
zkevm,0x75441C04D34e79199669aF38fEd65C03a9Cd91d5,0.0001
zkevm,0x61d6d4008a680441D03AB1694A7B41e04ef3089F,1.340183
zkevm,0x77fe724E8AE0a96051253e54e2140bC7fc8f4472,1.999997
zkevm,0x84Ecf15af6fEC307aFeAB934b46947967Bc02d5f,0.5
zkevm,0x11967a9dD377d01570406EAb1916ee1241a3c3F5,0.499998
zkevm,0xDE44FFAAFa977792B17C7a5FD9eDbEEC4024311D,1.0
zkevm,0x443C6247fEaD4E6e59fD68B909f1557EB98D8C6f,0.5
zkevm,0x786192AD115eA114A037585BE5a1d7cADD8C7B61,1.0
